id,gender,has_car_and_property,income_type,family_status,housing_type,occupation_type,amount_income_total
6372884,Male,1,Commercial associate,Civil marriage,House / apartment,High skill tech staff,315000.0
6590848,Female,1,Working,Married,House / apartment,Sales staff,202500.0
6082359,Female,1,Working,Married,House / apartment,Sales staff,171000.0
5625853,Male,1,Commercial associate,Separated,House / apartment,Core staff,243000.0
6234916,Female,1,Working,Married,House / apartment,Private service staff,202500.0
5609986,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,202500.0
6499325,Female,1,Commercial associate,Married,House / apartment,Core staff,112500.0
5062116,Male,1,Working,Married,House / apartment,High skill tech staff,310500.0
6264736,Female,1,Commercial associate,Married,With parents,Core staff,202500.0
5770823,Female,1,Working,Married,House / apartment,Sales staff,157500.0
5996636,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,292500.0
6092234,Male,1,State servant,Married,House / apartment,High skill tech staff,157500.0
5626524,Male,1,Working,Married,House / apartment,High skill tech staff,193500.0
6783824,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,202500.0
6803011,Female,1,Working,Civil marriage,House / apartment,Sales staff,112500.0
6134798,Male,1,Working,Married,House / apartment,Security staff,153000.0
6391325,Female,1,Working,Married,House / apartment,Core staff,292500.0
6801100,Male,1,Commercial associate,Married,Municipal apartment,Core staff,270000.0
7282784,Male,1,Working,Single / not married,House / apartment,Core staff,117000.0
6106785,Female,1,Working,Married,Rented apartment,Core staff,112500.0
6259086,Female,1,Working,Married,House / apartment,Sales staff,90000.0
5888839,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,135000.0
5068937,Male,1,Working,Married,House / apartment,Security staff,225000.0
6317844,Female,1,State servant,Married,House / apartment,High skill tech staff,243000.0
6835879,Female,1,State servant,Married,House / apartment,Core staff,180000.0
6836345,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,360000.0
6390900,Male,1,Working,Married,Office apartment,Core staff,441000.0
6133262,Female,1,Commercial associate,Married,With parents,Core staff,202500.0
6454092,Female,1,Working,Married,House / apartment,Medicine staff,202500.0
5317996,Female,1,Working,Married,With parents,Core staff,135000.0
6743189,Male,1,State servant,Married,Office apartment,Core staff,306000.0
5738587,Male,1,Working,Married,House / apartment,Core staff,315000.0
6367731,Female,1,Commercial associate,Married,House / apartment,HR staff,180000.0
6249087,Female,1,Working,Married,House / apartment,High skill tech staff,270000.0
6783827,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,202500.0
5142995,Female,1,Commercial associate,Single / not married,House / apartment,Core staff,180000.0
6484822,Male,1,Working,Married,House / apartment,Sales staff,315000.0
5022626,Male,1,State servant,Married,With parents,Core staff,247500.0
5236532,Female,1,Commercial associate,Married,House / apartment,Sales staff,112500.0
5928880,Female,1,Working,Married,House / apartment,Sales staff,135000.0
5178336,Male,1,Commercial associate,Married,House / apartment,Core staff,90000.0
6806855,Male,1,Working,Separated,With parents,High skill tech staff,135000.0
5548994,Female,1,Commercial associate,Married,House / apartment,Core staff,405000.0
6835900,Female,1,Working,Married,House / apartment,Core staff,328500.0
6783819,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,202500.0
5499476,Female,1,Working,Married,House / apartment,Sales staff,270000.0
5529432,Male,1,Working,Married,Municipal apartment,Core staff,225000.0
7798500,Male,1,Working,Married,House / apartment,Security staff,135000.0
6728548,Female,1,Working,Civil marriage,House / apartment,Core staff,157500.0
5113414,Female,1,Commercial associate,Married,House / apartment,Medicine staff,90000.0
6661435,Male,1,State servant,Married,House / apartment,Core staff,270000.0
6423463,Female,1,Commercial associate,Single / not married,With parents,Cooking staff,180000.0
6590473,Female,1,Working,Married,House / apartment,Core staff,144000.0
5279187,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,288000.0
5189646,Male,1,Working,Single / not married,House / apartment,Sales staff,112500.0
5907388,Male,1,Working,Married,House / apartment,Cooking staff,270000.0
6638162,Female,1,Commercial associate,Married,House / apartment,Sales staff,112500.0
6396003,Female,1,Working,Married,House / apartment,Sales staff,67500.0
5028420,Female,1,Working,Married,House / apartment,High skill tech staff,189000.0
6234851,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,301500.0
6132916,Male,1,Commercial associate,Single / not married,House / apartment,Sales staff,292500.0
6138672,Male,1,State servant,Married,House / apartment,Core staff,202500.0
5792047,Male,1,State servant,Civil marriage,House / apartment,Core staff,135000.0
6132462,Female,1,State servant,Married,Rented apartment,Core staff,315000.0
5680435,Female,1,Working,Married,House / apartment,Core staff,135000.0
7069167,Male,1,Working,Married,House / apartment,Sales staff,135000.0
6736638,Male,1,State servant,Married,House / apartment,Core staff,180000.0
5857276,Female,1,Commercial associate,Married,House / apartment,Sales staff,90000.0
6163126,Female,1,State servant,Married,House / apartment,Core staff,180000.0
6801816,Male,1,Working,Married,With parents,Sales staff,135000.0
5088860,Female,1,Working,Married,House / apartment,Core staff,270000.0
5062689,Male,1,State servant,Married,Municipal apartment,High skill tech staff,247500.0
6612303,Male,1,Working,Married,House / apartment,Cooking staff,135000.0
5625855,Male,1,Commercial associate,Separated,House / apartment,Core staff,243000.0
6052506,Female,1,Working,Single / not married,House / apartment,High skill tech staff,157500.0
5808175,Female,1,Working,Single / not married,House / apartment,High skill tech staff,108000.0
5785226,Female,1,Working,Single / not married,House / apartment,Cooking staff,202500.0
5344329,Female,1,Working,Married,House / apartment,Medicine staff,135000.0
6054260,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,112500.0
5938190,Female,1,Working,Married,With parents,Core staff,180000.0
5010370,Female,1,Working,Separated,House / apartment,Medicine staff,157500.0
6331958,Female,1,Commercial associate,Married,House / apartment,Medicine staff,157500.0
5626523,Male,1,Working,Married,House / apartment,High skill tech staff,193500.0
5679836,Female,1,Working,Married,House / apartment,HR staff,175500.0
7203143,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,292500.0
6728545,Female,1,Working,Civil marriage,House / apartment,Core staff,157500.0
5999776,Female,1,Working,Single / not married,House / apartment,Sales staff,405000.0
6723156,Male,1,Working,Married,Rented apartment,High skill tech staff,135000.0
5838228,Male,1,Working,Married,House / apartment,Core staff,225000.0
5975332,Male,1,Working,Married,House / apartment,Security staff,112500.0
6836549,Female,1,Working,Married,House / apartment,Sales staff,270000.0
5315082,Male,1,Working,Married,House / apartment,IT staff,180000.0
5068936,Male,1,Working,Married,House / apartment,Security staff,225000.0
6758840,Male,1,Commercial associate,Married,House / apartment,Security staff,382500.0
6396000,Female,1,Working,Married,House / apartment,Sales staff,67500.0
6602541,Male,1,Working,Married,House / apartment,Core staff,157500.0
5838232,Male,1,Working,Married,House / apartment,Core staff,225000.0
6009220,Female,1,State servant,Married,House / apartment,Core staff,157500.0
5883713,Female,1,Working,Single / not married,House / apartment,Sales staff,180000.0
6586626,Female,1,Commercial associate,Married,House / apartment,Core staff,360000.0
5867537,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5585792,Male,1,Commercial associate,Civil marriage,With parents,Sales staff,414000.0
6363333,Female,1,Working,Married,House / apartment,Sales staff,180000.0
5632527,Male,1,Working,Married,House / apartment,Core staff,225000.0
5892585,Male,1,Commercial associate,Married,House / apartment,Sales staff,189000.0
6082099,Female,1,Commercial associate,Married,House / apartment,Sales staff,76500.0
6132463,Female,1,State servant,Married,Rented apartment,Core staff,315000.0
6099159,Female,1,Commercial associate,Married,House / apartment,Sales staff,135000.0
6783321,Female,1,Working,Married,House / apartment,Sales staff,157500.0
5857331,Male,1,Commercial associate,Single / not married,House / apartment,Core staff,292500.0
6395806,Male,1,Working,Separated,With parents,High skill tech staff,189000.0
5833244,Female,1,Working,Married,Office apartment,Core staff,207000.0
6759163,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,166500.0
5625860,Male,1,Commercial associate,Separated,House / apartment,Core staff,243000.0
5820486,Male,1,Working,Married,House / apartment,Core staff,225000.0
5892018,Female,1,Commercial associate,Single / not married,House / apartment,Core staff,135000.0
6132455,Female,1,State servant,Married,Rented apartment,Core staff,315000.0
6163123,Female,1,State servant,Married,House / apartment,Core staff,180000.0
6652016,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,180000.0
5062404,Male,1,Commercial associate,Single / not married,House / apartment,High skill tech staff,202500.0
6390670,Male,1,Working,Married,House / apartment,Core staff,283500.0
6346399,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,382500.0
6297584,Male,1,Working,Married,House / apartment,High skill tech staff,157500.0
6736609,Female,1,Working,Married,House / apartment,Medicine staff,225000.0
6272544,Male,1,Commercial associate,Separated,House / apartment,Core staff,450000.0
5791960,Female,1,State servant,Married,House / apartment,Core staff,292500.0
5829872,Female,1,Working,Married,House / apartment,Core staff,157500.0
5791863,Male,1,Commercial associate,Single / not married,House / apartment,Sales staff,157500.0
6779721,Female,1,Working,Civil marriage,Rented apartment,Core staff,99000.0
6233392,Male,1,State servant,Married,Office apartment,HR staff,450000.0
5735824,Male,1,Commercial associate,Married,House / apartment,Core staff,225000.0
6138368,Female,1,Working,Single / not married,With parents,Core staff,135000.0
6261452,Female,1,Working,Married,House / apartment,Sales staff,382500.0
5906014,Male,1,Working,Married,House / apartment,High skill tech staff,157500.0
6469262,Female,1,Working,Married,House / apartment,Core staff,315000.0
6730614,Male,1,Working,Married,House / apartment,High skill tech staff,360000.0
6274216,Female,1,Commercial associate,Civil marriage,House / apartment,Sales staff,202500.0
5857274,Female,1,Commercial associate,Married,House / apartment,Sales staff,90000.0
6261446,Female,1,Working,Married,House / apartment,Sales staff,382500.0
6211489,Female,1,Working,Civil marriage,House / apartment,Sales staff,180000.0
6798502,Male,1,Working,Married,House / apartment,Security staff,135000.0
5884593,Female,1,Working,Married,House / apartment,Core staff,247500.0
5224248,Male,1,Commercial associate,Civil marriage,With parents,Core staff,180000.0
5011007,Female,1,Working,Married,House / apartment,Sales staff,157500.0
5169559,Female,1,Working,Married,House / apartment,Sales staff,90000.0
6507426,Female,1,Working,Married,House / apartment,Sales staff,112500.0
6508484,Female,1,Working,Civil marriage,House / apartment,Core staff,225000.0
5236220,Female,1,Working,Married,Municipal apartment,Core staff,189000.0
5021730,Female,1,Commercial associate,Married,House / apartment,Cleaning staff,180000.0
6772896,Female,1,State servant,Civil marriage,Office apartment,Medicine staff,202500.0
5868051,Female,1,Commercial associate,Married,House / apartment,Core staff,585000.0
6575996,Male,1,Commercial associate,Married,House / apartment,Security staff,94500.0
6837641,Female,1,Commercial associate,Single / not married,House / apartment,Sales staff,360000.0
6803010,Female,1,Working,Civil marriage,House / apartment,Sales staff,112500.0
5829540,Female,1,Commercial associate,Married,House / apartment,Core staff,382500.0
6772890,Female,1,State servant,Civil marriage,Office apartment,Medicine staff,202500.0
5629089,Female,1,Working,Married,House / apartment,Sales staff,99000.0
6485757,Female,1,Commercial associate,Married,House / apartment,Sales staff,270000.0
5928689,Female,1,Working,Married,House / apartment,Sales staff,292500.0
6065143,Female,1,Working,Civil marriage,House / apartment,High skill tech staff,202500.0
6297503,Female,1,Commercial associate,Married,House / apartment,Sales staff,292500.0
6006997,Male,1,Working,Separated,House / apartment,Core staff,135000.0
6152162,Male,1,Working,Married,House / apartment,Core staff,135000.0
5760322,Female,1,Working,Married,House / apartment,Sales staff,135000.0
6737031,Male,1,Working,Married,With parents,Cooking staff,157500.0
6204796,Female,1,Commercial associate,Married,House / apartment,Sales staff,247500.0
6240047,Female,1,State servant,Married,House / apartment,Medicine staff,90000.0
5888832,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,135000.0
5992554,Female,1,Working,Single / not married,With parents,Core staff,103500.0
5197220,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,202500.0
5415620,Female,1,Commercial associate,Separated,Municipal apartment,Sales staff,225000.0
6836550,Female,1,Working,Married,House / apartment,Sales staff,270000.0
5971959,Male,1,Working,Married,House / apartment,Sales staff,225000.0
5883912,Female,1,Commercial associate,Married,House / apartment,Sales staff,216000.0
6631160,Male,1,Commercial associate,Married,House / apartment,Cooking staff,360000.0
5513546,Male,1,Working,Married,House / apartment,High skill tech staff,180000.0
5727324,Female,1,Working,Married,House / apartment,Core staff,135000.0
6509176,Male,1,Working,Married,With parents,Sales staff,157500.0
6088688,Male,1,Commercial associate,Single / not married,With parents,Sales staff,225000.0
5796122,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,225000.0
6054345,Female,1,Commercial associate,Civil marriage,House / apartment,High skill tech staff,135000.0
5883910,Female,1,Commercial associate,Married,House / apartment,Sales staff,216000.0
6346400,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,382500.0
6590775,Female,1,Working,Married,With parents,High skill tech staff,180000.0
6737966,Female,1,Working,Married,Rented apartment,Medicine staff,315000.0
6486333,Female,1,Working,Married,House / apartment,Core staff,171000.0
6653006,Female,1,State servant,Married,With parents,Core staff,225000.0
5853840,Male,1,Commercial associate,Married,House / apartment,Core staff,256500.0
5742913,Female,1,Commercial associate,Married,House / apartment,Core staff,225000.0
6006880,Male,1,State servant,Married,House / apartment,Core staff,450000.0
5883149,Female,1,Working,Married,House / apartment,High skill tech staff,180000.0
6423945,Female,1,Commercial associate,Married,House / apartment,Core staff,837000.0
6590476,Female,1,Working,Married,House / apartment,Core staff,144000.0
6223781,Female,1,Working,Single / not married,Co-op apartment,Core staff,135000.0
6485015,Male,1,Working,Married,House / apartment,Core staff,189000.0
7610103,Female,1,Working,Married,House / apartment,Sales staff,135000.0
6280729,Male,1,Working,Single / not married,House / apartment,Core staff,202500.0
5464851,Male,1,Commercial associate,Single / not married,House / apartment,High skill tech staff,180000.0
6035962,Male,1,Working,Single / not married,House / apartment,High skill tech staff,112500.0
5971242,Female,1,Commercial associate,Separated,House / apartment,Private service staff,270000.0
5022624,Male,1,State servant,Married,With parents,Core staff,247500.0
5971248,Female,1,Commercial associate,Separated,House / apartment,Private service staff,270000.0
7652997,Female,1,State servant,Married,With parents,Core staff,225000.0
5970507,Male,1,Commercial associate,Married,House / apartment,Sales staff,270000.0
6367733,Female,1,Commercial associate,Married,House / apartment,HR staff,180000.0
6233298,Female,1,Working,Married,House / apartment,Cleaning staff,90000.0
5860924,Female,1,Working,Married,Municipal apartment,Sales staff,90000.0
5345629,Male,1,State servant,Married,Office apartment,High skill tech staff,585000.0
5415442,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,180000.0
6481757,Female,1,Working,Civil marriage,House / apartment,High skill tech staff,360000.0
6152957,Female,1,Working,Separated,House / apartment,Sales staff,216000.0
5062149,Female,1,Working,Married,House / apartment,Sales staff,202500.0
6348147,Male,1,State servant,Civil marriage,House / apartment,Core staff,270000.0
5537417,Female,1,Working,Married,House / apartment,Sales staff,112500.0
6498286,Female,1,State servant,Single / not married,House / apartment,Core staff,247500.0
7392270,Female,1,Working,Married,House / apartment,Medicine staff,202500.0
6594563,Male,1,State servant,Married,House / apartment,High skill tech staff,450000.0
6235211,Female,1,State servant,Separated,House / apartment,Core staff,900000.0
5236531,Female,1,Commercial associate,Married,House / apartment,Sales staff,112500.0
5948917,Male,1,Working,Married,House / apartment,High skill tech staff,162000.0
6576015,Female,1,Commercial associate,Married,House / apartment,Core staff,148500.0
5787983,Female,1,Working,Married,House / apartment,Sales staff,315000.0
6507952,Male,1,Working,Married,House / apartment,Security staff,225000.0
5792169,Female,1,Working,Married,House / apartment,Medicine staff,135000.0
5892098,Male,1,Working,Married,House / apartment,Sales staff,135000.0
6424551,Female,1,Working,Married,House / apartment,Core staff,157500.0
6053720,Male,1,Commercial associate,Married,House / apartment,Sales staff,270000.0
5068169,Male,1,Working,Married,House / apartment,IT staff,310500.0
5243309,Female,1,Working,Civil marriage,House / apartment,High skill tech staff,135000.0
5978611,Female,1,Working,Single / not married,House / apartment,Sales staff,135000.0
5791865,Male,1,Commercial associate,Single / not married,House / apartment,Sales staff,157500.0
6121128,Male,1,Commercial associate,Separated,House / apartment,Security staff,225000.0
5892590,Male,1,Commercial associate,Married,House / apartment,Sales staff,189000.0
5453526,Male,1,Commercial associate,Married,House / apartment,Core staff,157500.0
6263703,Female,1,Commercial associate,Single / not married,House / apartment,Sales staff,450000.0
6223133,Female,1,Working,Married,House / apartment,Sales staff,292500.0
6211488,Female,1,Working,Civil marriage,House / apartment,Sales staff,180000.0
5776471,Female,1,Commercial associate,Married,House / apartment,Sales staff,180000.0
5548987,Female,1,Commercial associate,Married,House / apartment,Core staff,405000.0
5028558,Female,1,Commercial associate,Married,House / apartment,Core staff,315000.0
6659179,Female,1,Working,Married,House / apartment,Core staff,67500.0
5235623,Male,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
5841080,Female,1,Working,Married,House / apartment,Core staff,292500.0
6601236,Female,1,Commercial associate,Married,House / apartment,Sales staff,225000.0
5029466,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,112500.0
5772291,Female,1,Commercial associate,Single / not married,House / apartment,Core staff,292500.0
5529591,Male,1,Working,Single / not married,With parents,High skill tech staff,178650.0
5971421,Female,1,State servant,Separated,House / apartment,Core staff,243000.0
6009221,Female,1,State servant,Married,House / apartment,Core staff,157500.0
5022325,Male,1,Commercial associate,Married,House / apartment,Core staff,256500.0
6367734,Female,1,Commercial associate,Married,House / apartment,HR staff,180000.0
5416528,Male,1,State servant,Married,House / apartment,Core staff,585000.0
6390801,Male,1,Working,Married,House / apartment,IT staff,225000.0
6391076,Female,1,Commercial associate,Married,House / apartment,Sales staff,247500.0
5807120,Female,1,Working,Married,House / apartment,Medicine staff,135000.0
5177567,Female,1,State servant,Married,House / apartment,Core staff,90000.0
5841075,Female,1,Working,Married,House / apartment,Core staff,292500.0
6391189,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5907329,Female,1,Working,Separated,House / apartment,Sales staff,202500.0
6575105,Male,1,Working,Married,House / apartment,Security staff,225000.0
5352511,Female,1,Commercial associate,Married,House / apartment,Medicine staff,135000.0
6415310,Female,1,Working,Married,House / apartment,Sales staff,193500.0
5148837,Female,1,Working,Married,House / apartment,Sales staff,135000.0
6008874,Female,1,Working,Married,House / apartment,Sales staff,135000.0
6090897,Male,1,Commercial associate,Single / not married,House / apartment,Core staff,270000.0
6046453,Female,1,Working,Married,House / apartment,Core staff,112500.0
6233304,Female,1,Working,Married,House / apartment,Cleaning staff,90000.0
5823884,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,225000.0
5354234,Female,1,State servant,Single / not married,House / apartment,High skill tech staff,135000.0
6658126,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,315000.0
6670540,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,180000.0
5405500,Female,1,Working,Civil marriage,House / apartment,High skill tech staff,225000.0
6261583,Male,1,Working,Civil marriage,With parents,Core staff,157500.0
5415619,Female,1,Commercial associate,Separated,Municipal apartment,Sales staff,225000.0
6233389,Male,1,State servant,Married,Office apartment,HR staff,450000.0
6158863,Female,1,Working,Married,With parents,Core staff,270000.0
5279189,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,288000.0
6590800,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,270000.0
5760925,Male,1,Working,Single / not married,House / apartment,Sales staff,202500.0
5759661,Female,1,Working,Separated,House / apartment,Sales staff,225000.0
6742143,Female,1,State servant,Married,House / apartment,Core staff,157500.0
6155356,Female,1,Commercial associate,Separated,House / apartment,Sales staff,270000.0
5709525,Male,1,State servant,Single / not married,House / apartment,Core staff,123750.0
6090885,Male,1,Commercial associate,Single / not married,House / apartment,Core staff,270000.0
5788665,Female,1,Working,Married,House / apartment,Core staff,225000.0
6570561,Female,1,Working,Married,House / apartment,Sales staff,112500.0
5829875,Female,1,Working,Married,House / apartment,Core staff,157500.0
5999777,Female,1,Working,Single / not married,House / apartment,Sales staff,405000.0
6297588,Male,1,Working,Married,House / apartment,High skill tech staff,157500.0
6602540,Male,1,Working,Married,House / apartment,Core staff,157500.0
5537747,Male,1,Commercial associate,Married,House / apartment,Core staff,405000.0
7053464,Female,1,State servant,Civil marriage,House / apartment,Core staff,135000.0
5178385,Female,1,Commercial associate,Single / not married,House / apartment,Medicine staff,202500.0
6394589,Male,1,Working,Single / not married,House / apartment,Core staff,252000.0
5833717,Female,1,Working,Married,House / apartment,Core staff,360000.0
5888837,Male,1,Commercial associate,Civil marriage,House / apartment,Core staff,135000.0
5833852,Male,1,Working,Separated,House / apartment,Sales staff,225000.0
5024134,Male,1,Working,Married,House / apartment,Core staff,202500.0
5943135,Female,1,Commercial associate,Married,House / apartment,Cooking staff,112500.0
5791852,Male,1,Commercial associate,Married,House / apartment,Core staff,315000.0
6639839,Female,1,State servant,Married,House / apartment,Cooking staff,112500.0
6519714,Female,1,Working,Married,House / apartment,Sales staff,90000.0
6032237,Female,1,State servant,Single / not married,House / apartment,Core staff,202500.0
5236229,Female,1,Working,Married,Municipal apartment,Core staff,189000.0
6261588,Male,1,Working,Civil marriage,With parents,Core staff,157500.0
6107607,Female,1,Working,Married,House / apartment,Core staff,360000.0
6232290,Male,1,Commercial associate,Married,House / apartment,Security staff,135000.0
5009075,Female,1,State servant,Married,House / apartment,Core staff,450000.0
6472782,Male,1,Working,Married,House / apartment,Core staff,247500.0
5743400,Male,1,State servant,Married,House / apartment,Core staff,225000.0
6519150,Female,1,Commercial associate,Married,House / apartment,Core staff,157500.0
5841131,Male,1,Working,Married,House / apartment,Core staff,225000.0
5580281,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,157500.0
6741695,Female,1,Working,Married,House / apartment,Sales staff,180000.0
6622680,Female,1,Working,Married,House / apartment,Sales staff,202500.0
6728116,Female,1,Working,Married,House / apartment,Medicine staff,202500.0
6223664,Male,1,Working,Civil marriage,House / apartment,High skill tech staff,202500.0
5680270,Female,1,State servant,Married,House / apartment,Medicine staff,159300.0
6242320,Female,1,Working,Single / not married,House / apartment,Sales staff,540000.0
5952008,Male,1,Working,Married,House / apartment,High skill tech staff,202500.0
6590799,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,270000.0
5178512,Female,1,State servant,Married,House / apartment,Core staff,180000.0
5010871,Male,1,Commercial associate,Married,House / apartment,Core staff,450000.0
5465271,Male,1,Commercial associate,Married,House / apartment,Core staff,180000.0
5679835,Female,1,Working,Married,House / apartment,HR staff,175500.0
6763818,Female,1,Working,Married,House / apartment,High skill tech staff,144000.0
6363489,Female,1,Working,Married,House / apartment,Sales staff,189000.0
6233299,Female,1,Working,Married,House / apartment,Cleaning staff,90000.0
5089512,Female,1,Working,Married,Rented apartment,Core staff,405000.0
5197683,Male,1,Working,Single / not married,House / apartment,Sales staff,337500.0
5976311,Female,1,Working,Single / not married,House / apartment,Sales staff,90000.0
5068175,Female,1,Working,Married,House / apartment,Sales staff,112500.0
5296563,Female,1,State servant,Married,House / apartment,Core staff,180000.0
5474423,Male,1,Working,Civil marriage,Rented apartment,Sales staff,225000.0
6498293,Female,1,State servant,Single / not married,House / apartment,Core staff,247500.0
6783376,Female,1,State servant,Married,House / apartment,Medicine staff,225000.0
6471948,Male,1,Commercial associate,Married,House / apartment,Core staff,157500.0
5702128,Male,1,Commercial associate,Married,House / apartment,Core staff,450000.0
6032239,Female,1,State servant,Single / not married,House / apartment,Core staff,202500.0
6263697,Female,1,Commercial associate,Single / not married,House / apartment,Sales staff,450000.0
6234860,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,301500.0
6121129,Male,1,Commercial associate,Separated,House / apartment,Security staff,225000.0
6763823,Female,1,Working,Married,House / apartment,High skill tech staff,144000.0
6686006,Female,1,Commercial associate,Married,House / apartment,Core staff,202500.0
6249105,Female,1,Working,Married,House / apartment,High skill tech staff,270000.0
5918577,Female,1,Working,Married,With parents,Core staff,135000.0
7738588,Male,1,Working,Married,House / apartment,Core staff,315000.0
5866908,Female,1,Working,Married,House / apartment,Core staff,292500.0
6099507,Female,1,Working,Married,House / apartment,Cleaning staff,112500.0
5679808,Female,1,Working,Civil marriage,House / apartment,Core staff,180000.0
5853865,Female,1,Commercial associate,Married,House / apartment,Core staff,180000.0
6630458,Female,1,State servant,Single / not married,House / apartment,Core staff,247500.0
6661344,Female,1,Working,Married,House / apartment,High skill tech staff,157500.0
5883709,Female,1,Working,Single / not married,House / apartment,Sales staff,180000.0
6652014,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,180000.0
5125182,Female,1,Commercial associate,Married,House / apartment,Core staff,112500.0
5929096,Female,1,Commercial associate,Single / not married,House / apartment,Sales staff,315000.0
5993436,Male,1,Commercial associate,Single / not married,House / apartment,Core staff,157500.0
6576694,Female,1,Commercial associate,Married,House / apartment,Sales staff,382500.0
5996440,Female,1,State servant,Married,House / apartment,Core staff,337500.0
6758751,Female,1,State servant,Married,House / apartment,Medicine staff,76500.0
5336421,Male,1,Commercial associate,Civil marriage,House / apartment,Sales staff,202500.0
6241389,Female,1,Working,Married,House / apartment,Core staff,180000.0
5178676,Female,1,Working,Married,House / apartment,Sales staff,180000.0
6690184,Female,1,Working,Single / not married,House / apartment,Sales staff,112500.0
5971962,Male,1,Working,Married,House / apartment,Sales staff,225000.0
5061698,Female,1,Commercial associate,Married,House / apartment,High skill tech staff,135000.0
5105583,Male,1,Commercial associate,Married,House / apartment,Security staff,378000.0
6291744,Female,1,State servant,Married,House / apartment,Core staff,135000.0
6639840,Female,1,State servant,Married,House / apartment,Cooking staff,112500.0
6032235,Female,1,State servant,Single / not married,House / apartment,Core staff,202500.0
6033491,Male,1,Working,Civil marriage,House / apartment,High skill tech staff,270000.0
6047393,Male,1,Working,Married,House / apartment,Security staff,211500.0
6470010,Male,1,Commercial associate,Married,House / apartment,Core staff,450000.0
5837797,Male,1,Working,Married,House / apartment,Security staff,112500.0
6507866,Male,1,Commercial associate,Married,House / apartment,Sales staff,247500.0
5919041,Female,1,Working,Widow,House / apartment,High skill tech staff,180000.0
7788891,Female,1,Commercial associate,Married,House / apartment,Core staff,337500.0
6223659,Male,1,Working,Civil marriage,House / apartment,High skill tech staff,202500.0
6415878,Female,1,Commercial associate,Civil marriage,House / apartment,Core staff,256500.0
6259067,Female,1,Working,Married,House / apartment,High skill tech staff,94500.0
6053721,Male,1,Commercial associate,Married,House / apartment,Sales staff,270000.0
6242322,Female,1,Working,Single / not married,House / apartment,Sales staff,540000.0
5667810,Male,1,Commercial associate,Married,House / apartment,Sales staff,202500.0
6234912,Female,1,Working,Married,House / apartment,Private service staff,202500.0
6507955,Male,1,Working,Married,House / apartment,Security staff,225000.0
5709261,Female,1,State servant,Married,House / apartment,Medicine staff,292500.0
6123610,Female,1,Working,Civil marriage,House / apartment,High skill tech staff,180000.0
5010516,Male,1,Working,Married,House / apartment,Sales staff,112500.0
6192654,Male,1,State servant,Married,House / apartment,Core staff,180000.0
6297585,Male,1,Working,Married,House / apartment,High skill tech staff,157500.0
5907171,Female,1,State servant,Married,House / apartment,Medicine staff,360000.0
6123607,Female,1,Working,Civil marriage,House / apartment,High skill tech staff,180000.0
6480096,Male,1,Commercial associate,Married,House / apartment,High skill tech staff,292500.0
5542468,Female,1,Working,Civil marriage,House / apartment,Sales staff,100350.0
5994022,Female,1,Working,Married,House / apartment,Core staff,117000.0
6007095,Female,1,Commercial associate,Married,House / apartment,Waiters/barmen staff,202500.0
6046953,Male,1,State servant,Single / not married,House / apartment,Core staff,450000.0
6484818,Male,1,Working,Married,House / apartment,Sales staff,315000.0
5883006,Female,1,State servant,Single / not married,House / apartment,Medicine staff,157500.0
6728550,Female,1,Working,Civil marriage,House / apartment,Core staff,157500.0
6234604,Female,1,Working,Married,Office apartment,Sales staff,171000.0
